,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
2824,I haven't often felt this feeling. Once someone stole my garment.,anger,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2825,Recently I happened to remain alone for a long time.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,"I don't remember about a situation when I have experienced this á
feeling. Maybe it was when I saw a drunkard in the street.",disgust,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,I lied to my best friend and I wouldn't reform what I had done.,shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2828,It happens to me quite often. I can't describe a particular case.,guilt,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2829,"Realizing one's desire, an experienced feeling of satisfaction á
from the realization of one's desires and aims.",joy,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.15789473684210525,0.8421052631578947,0.0
2830,"Fear of the loss of a close friend, of feeling the ground slipping á
from under my feet.",fear,1,0,2,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2831,"Attitude to some manners of dealing and some ""sanctioned"" á
relations.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,"Feeling unable to preserve one's ideas and ambitions as innocent á
as they are when you are young.",sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2833,Attitude to a related family.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834,"Exaggerating certain circumstances, wrong attitude and evaluation á
of these circumstances.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2835,Low evaluation of other people's cares.,guilt,0,0,0,0,0,0,0,0.25925925925925924,0.0,0.7407407407407407,0.0,0.0,0.0,0.0
2836,I won a sport contest.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2837,If a close relative's life is in danger.,fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,A close person lied to me.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2839,Getting separated from my girlfriend.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,Encouter with a prostitute.,disgust,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2841,A theft committed by me.,shame,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842,Lack of respect for my parents.,guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2843,When my son was born.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,Before an examination.,fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,Unjust punishment of a friend of mine.,anger,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2846,After the loss of a close relative.,sadness,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,"When somebody behaves like a scoundrel. Recently a colleague of á
mine used the name of another one for his own benefit.",disgust,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2848,"I travelled on a bus and I forgot to punch the ticket. A ticket á
collector came in and I had to pay the fine. I did it with a feeling á
of shame.",shame,2,0,3,2,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2849,I forgot to convey an important announcement.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,Meeting a loved man.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2851,"I felt a physical fear, if I can call it this way, today, in the bus where á
I was sitting on the first seat. While turning the driver didn't á
see the tram which was making a dash towards us (coming from the á
side I was), and whose driver intended to cross in yellow á
light.",fear,0,0,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2852,"At an unjust, or to be more precise, at a bureaucratic treatment á
of one's personality.",anger,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,When one is alone and knows that all the others are celebrating.,sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,"At the sight of an insect, such as the black-beetle.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,"When not fulfilling any of my obligations to a person whom I á
respect.",shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,"When something unpleasant happens to a friend or relative of á
yours and you are at the bottom of it.",guilt,1,0,2,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2857,"I sensed such a feeling when I understood I was admitted to the á
University. I was at home, the atmosphere was still, though I á
myself was full of suspense. I tried to do different things. When á
the telephone rang and...! Yes, of course there were other á
situations when I felt a similar feeling but I was unmindful of á
them.",joy,2,0,2,2,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2858,"This feeling I sensed quite recently. It was arisen by the á
terrific thought that I might lose the man I loved !",fear,2,0,3,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2859,"Anger I felt when my boyfriend told me he didn't mind breaking it á
off with me, i.e. each of us to take his own road. Because until á
that moment, he deliberately restricted our dates. The motives á
were brought to my knowledge later.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2860,"Sometimes, when I'm alone I am seized by this feeling. But it á
always helps me to come round and at the same time to judge if it á
is worth. Very often this feeling is caused to me by people - á
friends who I love and respect.",sadness,2,0,2,2,2,4,0,0.0,0.0,0.0,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.0
2861,"Such a feeling springs up in me sometimes when I have meals at a á
catering establishment. It is a result either of the look of the á
food or when watching the way some people eat.",disgust,1,0,1,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2862,This happens to me when I am not prepared in a given subject.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863,"Quite unconsciously I offended a girlfriend of mine. It was á
really worthy to pass this fact over in silence, but I acted so, á
because I believed I was right. In fact it often happens to me to á
feel guilt, after I have already done the deed.",guilt,1,0,2,1,0,0,0,0.0,0.4222222222222222,0.5777777777777777,0.0,0.0,0.0,0.0
2864,When I was admitted to the University.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865,"I had to have my tonsils out. I had been making up my mind almost á
for a year - I was afraid. But during the two hours in the á
hospital room, while I was waiting to be called for the operation I á
felt a real fear - of the pain, of what they were going to do to á
me, of the unknown.",fear,0,0,2,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,"In a conversation my boyfriend expressed definite and quite á
pretentious opinions and he took up an attitude towards a theory á
which he himself had never known. His information was from á
fortuitous sources.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,"Summer, heavy rain, storm - I was standing with my face stick to á
the window: the childhood, something was going away forever this á
summer, I was leaving my home, I was going to study in another á
town, for the first time I was leaving my parents, friends, I had á
to manage myself, a long and loved period of my life was over - I á
was crying.",sadness,0,0,1,1,0,1,0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0
2868,I saw in the street a man spitting.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,"I talked with a man who stammered and without controlling myself, á
I started to talk imitating him.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,"Always, and this happens often when I do not keep my word.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,When I understood that I was admitted to the University.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,"I felt this feeling when one day my landlord's cat had crept á
under my bed and I couldn't cope with it during an hour and a á
half.",fear,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2873,"I feel this feeling when I am to fill in a questionnaire or a á
form.",anger,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2874,When the man I loved decided to leave me forever.,sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875,"I have felt this feeling when a person whom I believe and respect, á
lied to me.",disgust,1,0,1,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2876,"I feel shame when sometimes, (unconsciously) I behave unethically á
and without understanding the problems of the man I love.",shame,1,0,1,0,1,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2877,When I offend somebody unfairly.,guilt,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2878,"A quarrel was followed by the decision of leaving a person close á
to me. Several days later my regret was great. I was beside á
myself. Quite unexpectedly he came and the conflict was calmly á
solved. I was glad at the possibility to be with him.",joy,0,0,2,2,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2879,"One evening I was watching the news on TV. Again they were á
talking about the danger of war. Suddenly I imagined what it á
might mean for me, for my friends, for the people close to me. I á
felt it a very near and possible event.",fear,0,0,1,0,2,0,0,0.5333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.0
2880,"Unfair and unjust attitude toward a person close to me, what I á
was the witness of, caused anger in me.",anger,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,"The thought that I'll never sit at the school desk again, caused á
a deep grief at the end of my eleventh form.",sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,"I felt disgust with a person whose behaviour was out of the á
elementary human norms.",disgust,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,"I had not punched a ticket in the bus because I had a card. But á
when the ticket-collector came it turned out that I had forgotten á
it. The shame I felt was great though it was not done on purpose.",shame,1,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,"At a moment of affect I offended a person very close to me. He á
had given me ground for that but it was a trifling in comparison á
with the way I insulted him. A moment later I felt a sense of á
guilt.",guilt,1,0,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2885,When I understood I was admitted to the Sofia University.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,"I broke my knee when I was skiing over ""Yastrebetz"" (a racing á
track in a Bulgarian winter resort).",fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,"The doctors from Belogradchik town determined a wrong diagnosis á
to my son. A month later, after some complex examinations at ISUL á
(A medical institute in Sofia), the diagnosis was categorically rejected.",anger,0,0,0,0,3,0,0,0.0,0.0,0.7307692307692307,0.0,0.0,0.0,0.2692307692307692
2888,"My son lives with my parents in the country and I feel this á
feeling always when leaving for Sofia, but the last time it was á
quite strong.",sadness,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,"A colleague of mine asked a lecturer to put him a higher mark in á
order to keep his good mards and thus to continue getting a á
scholarship for an excellent grade.",disgust,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,I felt this feeling during the exam in higher mathematics.,shame,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2891,"My son drank four pills of diazepam every two hours instead of á
amidophen.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892,"I am a sportwoman as well. I felt joy when after an year of á
practice, at a contest, I covered the norms for ""a master of sports"".",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,"I felt fear once, when the car in which I travelled directed á
towards the precipice along the road.",fear,0,0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,"When I see how people around me pass by certain unjustice because á
of indifference or cowardice.",anger,1,0,1,1,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2895,When I left a man in whom I really believed.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,Disgust with drunk people.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2897,When I try to lie.,shame,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2898,"When I had had the possibility to act or to do certain activity á
better but I had not done it because of reluctance or á
carelessness.",guilt,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,When I was admitted to the University.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,When I broke my leg I felt fear.,fear,0,0,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2901,When someone lies to me.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,At an unjust insult or injure.,sadness,1,0,2,3,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2903,"From the cigarette smoke. Usually I feel disgust from it when I á
am in a restaurant.",disgust,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,When I promise to do something but I don't fulfill it.,shame,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,When I don't fulfill my obligations.,guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,When my affairs with the girl I love settled positively.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2907,"In a dam lake, when the water was let flow to water the plants á
and I and two other boys were near the water pit. We rescued á
ourselves only thanks to the flippers and the tyre that was with á
us.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908,"It was quite recently, at the football match between the national á
teams of Bulgaria and France. I felt strong anger with the Scottish á
referee who ran the match quite partially.",anger,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909,"When I am alone and listen to a song which I like very much and á
which I had listened before together with friends.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,A striking act of ingratitude at a public vehicle.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,"I counterfeited a mark in the school register during the lesson á
in gymnastics. I felt this feeling two days later when I stood á
face to face with my teacher, whom I highly appreciated and á
respected.",shame,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2912,"In a fit of temper I told things that were unjust and they á
greatly hurt my mother though she didn't show it.",guilt,0,0,2,2,1,1,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
2913,"I passed successfully the preliminary exam for a participation in á
the children Assembly.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914,"I was alone in my room at the boarding house when at 12 o'clock á
someone knocked violently on the door.",fear,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,"A friend of mine promised to come with me to the cinema but he á
didn't come.",anger,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916,"I felt sadness when I remembered my former boyfriend with whom I á
got separated an year ago and when comparing him with my present á
one with whom things are not much of a success.",sadness,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2917,"Recently in the tram, a man ran his fingers over my girlfriend á
then over me.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918,"I had to prepare a report but I couldn't write it. I read from a á
book off-hand, I was quite uneasy and I felt I didn't manage.",shame,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2919,"My father got a slight heart attack after a telephone call of á
mine.",guilt,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,Bulgaria won a football match against France.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,I was going to knock down a pedestrian with my car.,fear,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2922,I was neglected undeservedly.,anger,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,My grandmother died.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,A man was unfair to a girlfriend of mine.,disgust,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,I didn't offer my seat to a pregnant woman in the bus.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,I didn't attend lectures.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,I felt joy when my two twin sisters were born.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,"The night before my wife had given birth to our twins. I felt á
fear in the hospital yard, I feared if everything was going to be á
in order.",fear,0,0,1,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,"About a month ago the Regional Council refused to pay my wife the á
due maternity benefit, because of bureaucratic reasons.",anger,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,"Some months ago my wife gave birth to twin sisters. She had no á
idea of looking after babies and she felt quite oppressed. The á
fact that I couldn't help her caused grief to me.",sadness,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,"I feel disgust with some people when I see what they are capable á
of, including lack of any dignity, when trying to find a seat in á
the tram.",disgust,1,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2932,"Some days ago I had a car accident. It was quite slight but á
through my fault. I felt strong shame because I had the spirits á
of a good driver.",shame,1,0,3,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,Some days ago I had a slight car accident through my fault.,guilt,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,"The period when I was pregnant and when I gave birth to my son. á
I can say those were the happiest months in my life.",joy,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,"A fear from the loss of a close friend as a result of his á
behavior.",fear,0,0,1,2,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,"When I encountered not only with my father's lack of á
understanding but also with his unwillingness to understand me as á
a parent, as far as things for which I (not he) have proves to be á
right are concerned.",anger,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,From the fact that my husband and I are not in good terms.,sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,"I was disgusted from a quarrel between two married people, in á
which the children were involved as accusers of one of the á
parents.",disgust,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2939,When I don't succeed to fulfill a promise.,shame,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,"When I am not able to fulfill any request of my son - can't take á
him out to ride his byke, because I am tired.",guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2941,"I felt joy when I saw my daughter after a separation of twenty á
days.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,"I felt fear when I sat for one of my exams. Though my fear was á
not quite justifiable, I still remember about it.",fear,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2943,"I thought him a good friend but he tried to lie to me several times. á
Last time was the height of impudence. He promised he would come á
home but he didn't. I felt a sense of anger and insult.",anger,2,0,2,3,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2944,A fear of lack of personal powers.,fear,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,"At an undeserved attitude toward a man, when human personality is á
not treated decently.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,At an irrevocable loss (with respect to human relations).,sadness,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2947,"At an unworthy behaviour of a man, pettiness, stupidity and á
mostly at a philistinism.",disgust,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,At a weakness on my part.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,When I don't justify the confidence of people that I respect.,guilt,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2950,When I was admitted to the University.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,"Because of a conflict with my parents there was a possibility to á
interrupt my studies.",fear,0,0,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,I feel a strong anger when I am treated unjustly.,anger,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,At a prolonged separation with my family.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,"I was looking for an object when I came across a rotten corpse of á
a rat.",disgust,2,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,"I feel this feeling at one and the same degree when I am not á
prepared to overcome certain obstacle in my life.",shame,1,0,2,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2956,"I offended a person who had done much for me and who had helped á
me for everything.",guilt,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2957,"The day when my son said for the first time ""mummy"".",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,Before an exam in logics.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,"My husband and I were invited at the house of our nieghbours then á
we got an invitation on the part of my parents which we had to á
refuse. A a result they called me by words that provoked my á
anger.",anger,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,"My son lives in the country. I feel sadness when I see mothers á
having walks with their children.",sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,"The behaviour of a colleague of mine, which doesn't correspond to á
my norms of behaviour.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,"I was to take part in a cocktail party on the occasion of our á
national holiday as a servant.",shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,I ignored and offended my parents on the eve of the New Year.,guilt,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2964,"The sense of joy comes to me always after a period of depression, á
as an organic feeling for an upsurge. I don't exclude the á
situative feeling but in this case the reason is not in me, it's á
out of me.",joy,2,0,4,2,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2965,"I bet that I would jump down from a window. I was sure that I á
would jump but before I did it I rather felt fear.",fear,0,0,0,1,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2966,"A honest ""sliding"" on the part of a girlfriend of mine. á
Terribly crossed I started breaking things and tearing books.",anger,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,"Alone I am coming back home in the night after the serial á
""explanation"".",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,A lie on the part of a person close to me.,disgust,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,I thought I had taken a decision but I hesitated.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,"I feel this feeling most often before me not before the others. á
My outside is iron but actually I'm wasting away.",guilt,2,0,2,1,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2971,My son was born.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,I had a car accident.,fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,"I was drawn up a statement for an infringement of the traffic á
ordinance. In fact I was innocent.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,I lost a close friend.,sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,"I saw a film about the nazi concentration camps during the war. á
After the film I felt disgust.",disgust,1,0,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,"I was nailed. I lied in connection with a book which I took from á
the library, because I had to keep it for a longer time.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,"I didn't give back in time some money that I had borrowed. My á
friend relied on them.",guilt,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,"After 10 days of hard work and having suffered many changes I á
passed my last exam.",joy,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2979,Before going to the dentist.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,"When I am made to do things in which I see no sense and I waste á
my time. Some time ago I had to participate in a sociological á
investigation and then I got really angry.",anger,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,"When I feel I must be with somebody, to talk with somebody - but á
I am alone.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,"Some time ago a man tried to teach me something. ""Tried"" because á
it is very difficult to teach somebody when you yourself are not á
competent and cultured.",disgust,0,0,0,0,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2983,"I am ashamed when I am not ready for my seminar in internal á
diseases, simply because the assistant professor is a person who á
deserves high respect.",shame,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.5172413793103449,0.0,0.4827586206896552
2984,"We had promised, with a friend of mine, to take our friends to a á
restaurant and after having looked for a place for hours without á
finding one, and not being helped by the others we had to give up á
the idea.",guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,"When I am with friends and I do what pleases me this often á
happenes.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2986,"When I have to go in for an exam and the examinor is a person á
with a whimsical character and unsteady requirements.",fear,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987,"I unfairly got a low mark on an exam and I failed to win a grant, á
since then I don't have much confidence in myself at an exam.",anger,0,0,0,0,1,2,0,0.25925925925925924,0.0,0.7407407407407407,0.0,0.0,0.0,0.0
2988,It happened that I was alone - with no contacts with friends.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,"I met three drunk boys, almost children, they didn't look like á
normal people.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,"I was totally unprepared for a seminar conducted by an assistant á
professor whom I highly respect.",shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2991,"I got back too late after a Sunday going out without having á
called up home to tell where I was. my mother hadn't slept the á
whole night.",guilt,0,0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,"I was happy when I understood that the girl I liked was in love á
with me.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
